Nomenclatura,Componente,IP,Marca_g,Modelo_g,Serie_g,Inventario_g,Marca_m,Modelo_m,Serie_m,Inventario_m,Marca_t,Modelo_t,Serie_t,Marca_r,Modelo_r,Serie_r,Serie_Pila,Usuario_Univ,Posicion,Ubicación
TAT91D801DMXR1,D,10.0.146.33,HP,COMPAQ PRO 6305 SFF,MXL41001GX,,,,,,,,,,,,,TAT91D8,ASESOR,CAE RIO
TGE1E2F01LMXR1,L,192.1.202.141,DELL,LATITUDE E6430,6NYL7W1,,,,,,,,,,,,,TGE1E2F,JEFATURA ,ALFER - 1er PISO
TVC22BD01LMX01,L,10.9.13.114,DELL,LATITUDE E6430,DK8HNX1,,,,,,,,,,,,,TVC22BD,ANALISTA,CAE MEXICALI
