Nomenclatura,Componente,IP,Marca_g,Modelo_g,Serie_g,Inventario_g,Marca_m,Modelo_m,Serie_m,Inventario_m,Marca_t,Modelo_t,Serie_t,Marca_r,Modelo_r,Serie_r,Serie_Pila,Usuario_Univ,Posicion,Ubicación
TIC25810LMXR1,L,192.1.209.250,HP,PROBOOK 645 G1,CNU419DL5X,,,,,,,,,,,,,TIC2581,ANALISTA IMPL. Y ACEPTACION,ALFER - 1er. PISO
TOM0C6401LMXR1,L,192.1.209.32,DELL,LATITUDE E6430,5L8HNX1,,,,,,,,,,,,,TOM0C64,JEFATURA OYM,ALFER - 1er. PISO
