Nomenclatura,Componente,IP,Marca_g,Modelo_g,Serie_g,Inventario_g,Marca_m,Modelo_m,Serie_m,Inventario_m,Marca_t,Modelo_t,Serie_t,Marca_r,Modelo_r,Serie_r,Serie_Pila,Usuario_Univ,Posicion,Ubicación
TR11A5D01LMXR1,L,192.1.209.36,DELL,LATITUDE E6430,1Z24CW1,,,,,,,,,,,,,1A5D,JEFATURA MEDICION,ALFER -1er PSIO
TGE28BF01LMXR1,L,192.1.203.73,DELL,LATITUDE E6430,9XGQTZ1,104000032701,,,,,,,,,,,,,GERENTE APLICACIÓN DATOS,ALFER -1er PSIO
