Nomenclatura,Componente,IP,Marca_g,Modelo_g,Serie_g,Inventario_g,Marca_m,Modelo_m,Serie_m,Inventario_m,Marca_t,Modelo_t,Serie_t,Marca_r,Modelo_r,Serie_r,Serie_Pila,Usuario_Univ,Posicion,Ubicación
CACPRIAC02DMX01,C,10.0.40.42,DELL,OPTIPLEX 9010,C0XT6Y1,104000032277,,,,,,,,,,,,TACE3D0,ALMACEN02,CAC PLAZA RIO
CACPRIAC03DMX01,C,10.0.40.49,DELL,OPTIPLEX 960,CWQQKM1,104000031483,,,,,,,,,,,,TAC63E8,ALMACEN03,CAC PLAZA RIO
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
